;index;name;ingredients;cuisine
49;49;Pho Bo (Vietnamese Beef Noodle Soup);['1 onion (large, peeled, cut into half)', '5 inches fresh ginger (cut into half)', '2 pounds oxtail (trimmed of fat)', '1 tablespoon coriander seeds', '5 star anise', '1 black cardamom', '1 teaspoon black peppercorns', '7 cloves', '1 teaspoon cumin', '1 cinnamon stick', '1 pound boneless beef short ribs (You can use Chuck, Sirloin, Shanks, Brisket or more)', '1 handful cilantro (4 inch long, stem, collect in a tea pocket*)', '3 bay leaves', '10 cups cold water', '2 teaspoons salt', '2 tablespoons fish sauce', '2 tablespoons sugar', '14 ounces rice noodles (We like small to medium size for pho, you can use any size noodles you like!)', '3 green onions (chopped)', '1 handful cilantro leaves (picked)', '1/4 red onion (thinly sliced)', '3 ounces beansprouts (One handful per serving, for serving)', '2 red chilies (sliced for serving)', 'asian basil (Thai basil for serving)', 'lime (quartered for serving)', 'Sriracha (for serving, Chili sauce)', 'chili garlic sauce (for serving)', 'hoisin sauce (for serving, For sweetness)', 'plum sauce (for serving, For sweetness)'];Vietnamese
50;50;Vegetarian Vietnamese Pancakes;['1 1/3 cups rice flour (330 ml, or pastry)', '1 egg', '1/2 teaspoon salt (2.5 ml)', '1 teaspoon turmeric (5 ml)', '1 3/4 cups coconut milk (430 ml, canned)', 'vegetable oil', '2 1/2 tablespoons lime juice (38 ml)', '1 1/2 tablespoons toasted sesame oil (23 ml)', '1 tablespoon brown sugar (15 ml)', '1 tablespoon rice wine vinegar (15 ml)', '1 tablespoon sweet soy sauce (15 ml, kecap manis)', '2 teaspoons fresh ginger (10 ml, grated)', '1 thai chile (fresh red, finely chopped)', '1/2 teaspoon salt (2.5 ml)', '1 large carrot (julienned)', '1/2 daikon radish (julienned)', '4 green onions (sliced)', '1 thai chile (fresh red, finely chopped)', '1 cup snow peas (250 ml, sliced thinly on the diagonal)', '1/2 cup thai basil leaves (125 ml, loosely packed)', '1/4 cup mint leaves (60 ml, loosely packed)', '1 cup bean sprouts (250 ml, thoroughly washed)', '1 cup enoki mushrooms (250 ml)'];Vietnamese
51;51;Baked Greek Chicken with Fresh Lemon and Dill;['4 garlic cloves', '5 tablespoons fresh dill (chopped, from 1 bunch)', '2 lemons', '8 skin-on, bone-in chicken thighs', '1/2 teaspoon salt (for chicken)', '1/2 teaspoon freshly ground black pepper', '1 tablespoon extra virgin olive oil (for chicken)', '3 tablespoons extra virgin olive oil (for sauce)', '1/4 teaspoon salt (for sauce)'];Greek
52;52;Greek Chicken Rice Bowl;['1/4 cup extra-virgin olive oil', '1/4 cup fresh lemon juice (juice of 1-2 lemons)', '1/2 tablespoon red wine vinegar', '2 teaspoons minced garlic (or garlic paste)', '1 1/2 tablespoons dried oregano', '1 teaspoon kosher salt', '1/2 teaspoon black pepper', '12 boneless, skinless chicken thighs (can also use chicken breasts)', '2 cups seedless cucumbers (chopped)', '4 Roma tomatoes (chopped)', '1 cup kalamata olives (sliced)', '1 red onion (medium, coarsely chopped)', '1 cup crumbled feta cheese (optional but recommended)', 'hummus (I highly recommend this roasted garlic version)', '2 white rice (Minute Ready to Serve Family Bowls)'];Greek
53;53;Easy Sheet Pan Greek Chicken;['4 chicken breasts (5-6 oz. each)', '1 teaspoon salt (for chicken)', 'black pepper (to taste, for chicken)', '2 cups grape tomatoes', '1/2 red onion', '1 can artichoke hearts (14 oz. per can, drained and rinsed)', '1/2 teaspoon salt (for tomatoes)', 'black pepper (to taste, for tomatoes)', '1 clove garlic (large)', '2 tablespoons extra-virgin olive oil', '2 teaspoons red wine vinegar', '1 teaspoon balsamic vinegar', '1 teaspoon dried oregano', '1 teaspoon dried dill', '1/3 cup pitted kalamata olives', '3 ounces feta cheese crumbles (3 oz. is about 3/4 cup)'];Greek
54;54;Greek Lemon Chicken and Potatoes;['1 whole chicken (about 4 pound, cut in sections)', '4 pounds bone (chicken thighs, in, skin-on)', '3 russet potatoes (cut in quarters)', '1 tablespoon kosher salt', '1 teaspoon freshly ground black pepper', '1 teaspoon dried rosemary', '1 dried oregano (rounded tablespoon)', '1 pinch cayenne', '6 cloves garlic (finely minced)', '1/2 cup fresh lemon juice', '1/2 cup olive oil', '2/3 cup chicken broth (for the pan, plus a splash to deglaze after roasting)', 'oregano (fresh chopped, to garnish, optional)'];Greek
55;55;Greek turkey burger;['1 pound ground turkey', '1 cup crumbled feta cheese', '1/2 cup kalamata olives (chopped)', '1 teaspoon dried oregano', '1 teaspoon Italian seasoning', '1 teaspoon dried parsley', '1 teaspoon dried basil', '1 teaspoon onion powder', '1/2 teaspoon garlic powder', 'ground black pepper (to taste)', 'buns (or pita bread, for serving)', 'lettuce', 'tomato', 'hummus (for serving)'];Greek
56;56;Greek Chicken Kabobs;['3 tablespoons olive oil (divided)', '2 tablespoons lemon juice (freshly squeezed)', '1 tablespoon lemon zest', '1 teaspoon paprika', '2 teaspoons dried oregano', '2 teaspoons dried basil', '1 teaspoon dried thyme', '3 cloves garlic (minced)', '1 shallot (minced)', 'kosher salt', 'freshly ground black pepper', '2 pounds boneless, skinless chicken thighs (cut into 1-inch chunks)'];Greek
57;57;Greek Devil Gyro;['1/2 seedless cucumber (about 6 ounces)', '3 cloves garlic', '1 cup greek yogurt', '1/4 cup extra-virgin olive oil', '2 tablespoons fresh dill (chopped)', '1 lemon zest (finely grated and juice reserved separately)', 'kosher salt', 'freshly ground black pepper', '1 1/2 pounds ground lamb (or beef, or a mix of the two)', '1 1/2 teaspoons dried rosemary', '3/4 teaspoon dried oregano', '1/4 teaspoon crushed red pepper flakes (optional)', '6 pitas (pocketless)', '1 romaine (heart, coarsely shredded, about 2 1/2 cups)', '1 tomato (medium, ripe, thinly sliced)', '1/3 cup red onion (very thinly sliced)'];Greek
58;58;Traditional Greek Moussaka;['6 eggplants', 'vegetable oil (for frying the eggplants)', '750 grams beef mince', '2 red onions (chopped)', '2 cloves garlic (chopped)', '1 can chopped tomatoes', '2 tablespoons tomato puree', '1 teaspoon sugar', '1 glass red wine', '1 pinch sea salt (and freshly ground black pepper)', '1 bay leaf', '1 pinch cinnamon (or one cinnamon stick)', '1/4 olive oil (a cup)', '900 milliliters milk', '120 grams butter', '120 grams flour', '1 pinch nutmeg', '2 egg yolks', '100 grams Parmigiano Reggiano (or Kefalotyri)', 'salt (to taste)'];Greek
59;59;Greek Gyro with Recipe with Homemade Gyro Meat;['1 pound ground beef', '1 pound ground lamb', '2 tablespoons bacon grease (OR butter*)', '2 large eggs', '1/2 cup milk', '2 tablespoons lemon juice', '1 cup panko bread crumbs', '1 medium onion (finely chopped)', '6 cloves garlic (smashed and finely minced)', '4 teaspoons kosher salt (yes, 4 teaspoons**)', '2 teaspoons black pepper', '2 teaspoons dried oregano', '1/2 teaspoon dried rosemary', '1 teaspoon dried thyme', '2 teaspoons cumin (dried)', '1 teaspoon dried marjoram (optional)', '1 batch tzatziki sauce', '1 large red onion (sliced thin)', '4 tomatoes (sliced)', '2 cucumbers (sliced)', '10 pita rounds', 'fresh dill (to garnish, optional)'];Greek
60;60;Greek Quesadillas;['8 flour tortillas (8-inch)', '10 ounces frozen chopped spinach (thawed and drained)', '1/2 cup sun dried tomatoes (julienned, in olive oil, drained)', '1/2 cup pitted kalamata olives (chopped)', '1 cup shredded mozzarella cheese', '1 cup crumbled feta cheese', '1 tablespoon fresh dill', '1 cup plain Greek yogurt', '1 English cucumber (finely diced)', '2 cloves garlic (pressed)', '1 tablespoon chopped fresh dill', '1 tablespoon freshly squeezed lemon juice', '1 teaspoon lemon zest', '1 teaspoon chopped fresh mint (optional)', 'kosher salt', 'freshly ground black pepper', '2 tablespoons olive oil'];Greek
61;61;Greek Orzo Salad;['1/3 cup olive oil', '3 tablespoons fresh lemon juice', '1 clove garlic (minced)', 'salt', 'freshly ground black pepper', '1 1/4 cups orzo', '1 cup crumbled feta', '1 English cucumber (medium, diced)', '10.5 ounces grape tomatoes (halved)', '1/2 cup sliced kalamata olives (or 3/4 cup sliced black olives)', '1/2 cup red onion (chopped, rinsed under water to removed harsh bite)', '3 tablespoons fresh basil (chopped)', '2 tablespoons fresh parsley (chopped)'];Greek
62;62;Spanakopita;['20 ounces curly leaf spinach (rinsed)', '1/4 cup water', '12 ounces feta (crumbled into fine pieces)', '3/4 cup whole milk greek yogurt', '4 scallions (medium, sliced thin)', '2 large eggs (beaten)', '1/4 cup fresh mint leaves (minced)', '2 tablespoons fresh dill (minced)', '3 garlic cloves (medium, minced)', '1 red onion (chopped)', '1 teaspoon lemon zest', '1 tablespoon lemon juice', '1 teaspoon ground nutmeg', '1/2 teaspoon ground black pepper', '1/4 teaspoon salt', '1/8 teaspoon cayenne pepper', '7 tablespoons unsalted butter (melted)', '1/2 pound phyllo (thawed over night in the refrigerator)', '3/4 cup pecorino romano (grated)'];Greek
63;63;Greek-style Octopus recipe (Xtapodi);['1,100 grams octopus (cleaned, 35 ounces)', '3 tablespoons red wine vinegar', '120 milliliters dry white wine (1/2 cup)', '2 tablespoons honey', '3 tablespoons balsamic vinegar', '3 onions (sliced)', '3 tomatoes (chopped)', '2 cloves garlic (finely chopped)', 'extra-virgin olive oil', '2 bay leaves', 'chopped parsley (some)'];Greek
64;64;Greek marinated grilled chicken;['3 tablespoons olive oil', '4 cloves garlic (minced)', '3 teaspoons fresh rosemary (chopped)', '1 tablespoon fresh parsley (chopped)', '1 1/2 teaspoons chopped fresh thyme', '2 teaspoons dried oregano', '1 teaspoon salt', '1/4 teaspoon pepper', '2 tablespoons lemon juice', '1 lemon', '2 pounds boneless skinless chicken breasts (trimmed)', '1/4 cup feta cheese', '1/4 cup sliced kalamata olives', '1/2 cup diced tomato'];Greek
65;65;Greek meatballs with Tzatziki Sauce;['1 pound lean ground beef (I use 90/10)', '1/4 cup panko breadcrumbs (gluten-free breadcrumbs if needed)', '1/4 cup leaf parsley (chopped fresh)', '3 tablespoons onion (grated)', '1 clove garlic (grated)', 'zest (a lemon)', '2 tablespoons fresh lemon juice', '1 egg', '1 teaspoon dried oregano', '1/2 teaspoon ground coriander', '1/2 teaspoon ground cumin', '1/4 teaspoon ground cinnamon', 'kosher salt', 'black pepper', '2 ounces crumbled feta cheese (or cubed)', '1/2 cup English cucumber (grated, excess liquid squeezed out)', '1 cup non-fat Greek yogurt (plain)', '1/2 lemon', '2 teaspoons fresh dill (chopped, or 1/2 teaspoon dried)', '1/4 teaspoon garlic (grated)', 'kosher salt', 'black pepper'];Greek
66;66;Greek Pastitsio;['1 cup elbow macaroni (uncooked)', '1 pound ground lamb (turkey or beef may be substituted)', '1 onion (medium, chopped)', '1 garlic clove (minced)', '8 ounces tomato sauce (make your own)', '1 teaspoon salt (divided)', '1 teaspoon dried oregano', '1/2 teaspoon black pepper', '1/4 teaspoon ground cinnamon', '1/2 cup grated Parmesan cheese (divided)', '3 tablespoons butter', '3 tablespoons all purpose flour', '1 1/2 cups milk', '1 egg (lightly beaten)'];Greek
67;67;Greek Shrimps with Tomatoes and Feta;['4 tablespoons extra-virgin olive oil', '3/4 cup shallots (finely chopped, from about 3 shallots)', '4 garlic cloves (roughly chopped)', '28 ounces diced tomatoes', '1 1/2 teaspoons salt', '1/4 teaspoon pepper', '1 teaspoon ground cumin', '1/2 teaspoon crushed red pepper flakes (use less if you are heat-sensitive)', '1 tablespoon honey', '1 1/2 pounds extra large shrimp (peeled and deveined)', '6 ounces feta cheese', '3/4 teaspoon dried oregano', '2 tablespoons chopped fresh mint (roughly)'];Greek
68;68;Greek Salad;['1 pint cherry tomatoes (Sweet)', '1 whole red bell pepper (Seeded and Chopped)', '1 whole yellow bell pepper (Seeded and Chopped)', '1/2 whole red onion (Roughly Chopped)', '1 whole cucumber (Chopped)', '1 handful parsley (Chopped Fine)', '1/4 cup fresh basil', '1 cup kalamata olives', '2/3 cup crumbled feta cheese', '1/3 cup red wine vinegar', '1/3 cup extra virgin olive oil', '2 tablespoons water', '1 teaspoon italian seasoning', '1/2 teaspoon sea salt (or To Taste)', '1/2 teaspoon pepper (or To Taste)'];Greek
69;69;Slow cooker greek chicken;['1 tablespoon extra-virgin olive oil', '2 pounds skinless chicken breasts (boneless, or thighs)', '1/2 teaspoon kosher salt', '1/4 teaspoon ground black pepper', '12 ounces roasted red peppers (drained and chopped)', '1 cup kalamata olives', '1 red onion (medium, cut into 1/2-inch chunks)', '3 tablespoons red wine vinegar', '1 tablespoon minced garlic (from about 3 large cloves)', '1 teaspoon honey', '1 teaspoon dried oregano', '1 teaspoon dried thyme leaves', '1/2 cup feta cheese (optional for serving)', 'chopped fresh herbs (optional)', 'parsley (optional)', 'parsley (optional)', 'thyme (optional)'];Greek
70;70;Greek quinoa salad;['2/3 cup dry quinoa (or 2 cups cooked)', '1 1/3 cups water (or broth)', '2 cups cherry tomatoes (halved)', '1 English cucumber (sliced and quartered)', 'red onion (A quarter of a, thinly sliced)', '1/2 cup sliced kalamata olives', '1/2 cup crumbled feta cheese', '1/3 cup olive oil', '3 tablespoons red wine vinegar', '2 teaspoons lemon juice', '1 garlic clove (minced)', '1 pinch salt (and freshly ground pepper)'];Greek
71;71;Greek chickpea salad + Tzatziki Dressing;['2 English cucumbers (medium, chopped)', '1 yellow bell pepper (large, chopped)', '2 cups cherry tomatoes (halved)', '1 red onion (medium, diced)', '1 can chickpeas (drained and rinsed)', '1/2 cup pitted kalamata olives (halved)', '1/2 cup crumbled feta cheese', '1/3 cup plain greek yogurt', '1 tablespoon extra virgin olive oil', '2 tablespoons lemon juice (fresh squeezed)', '1 tablespoon lemon zest (fresh)', '2 garlic cloves (fresh, minced or pressed)', '1 handful fresh dill (chopped)', 'sea salt', 'fresh ground black pepper'];Greek
72;72;Greek lamp Souvlaki;['2 cloves garlic (crushed)', '1 teaspoon table salt', '1/2 teaspoon dried dill', '1/2 teaspoon dried oregano', '1 pinch cinnamon', '1 pinch ground black pepper', '1 lemon', '500 grams lamb (lean, cut into bite sized chunks)', '2 tablespoons vegetable oil'];Greek
73;73;Greek Lemon and Chicken Soup (Avgolemono Soup);['1 tablespoon olive oil', '1/2 onion (diced)', '2 garlic cloves (chopped)', '6 cups chicken broth', '1/2 cup water', '1/2 cup long grain white rice (uncooked)', '2 tablespoons leek (white part of leek, chopped)', '2 celery stalks (sliced)', '2 cups rotisserie chicken (shredded)', '3 eggs (lightly beaten)', '1 lemon (juice)', '1 lemon', '1/2 teaspoon dill (dried)', 'parsely (for garnish, optional)', 'salt', 'ground pepper'];Greek
74;74;Spanakorizo (Greek Spinach Rice);['2 tablespoons olive oil (plus more)', '1 large onion (finely chopped)', '3 cloves garlic (minced)', '5 ounces baby spinach (rinsed and roughly chopped)', '2 cups long grain rice (like basmati)', '3 cups water', 'salt', 'pepper', 'feta cheese (optional)', 'dill (optional)', 'lemon zest (optional)', 'black olives (optional)'];Greek
75;75;Greek Lemon Chicken Skewers With Tzatziki Sauce;['1 1/2 pounds chicken breast (cut into approximately 1 inch cubes)', '3 tablespoons fresh lemon juice', '1 tablespoon red wine vinegar', '1 tablespoon extra virgin olive oil', '2 cloves garlic (minced)', '2 teaspoons dried oregano', '1/2 teaspoon dried parsley', '1/2 teaspoon coriander', '3/4 teaspoon kosher salt', '1/8 teaspoon black pepper', '1 cup English cucumber (peeled and diced, about 1/2 of a cucumber)', '1 1/2 cups non fat Greek yogurt (plain)', '1/2 lemon', '1 tablespoon fresh dill (chopped)', '1 teaspoon garlic (grated)', '1/2 teaspoon kosher salt', 'black pepper (to taste)'];Greek
76;76;Greek Potatoes;['1/3 cup olive oil', '1 1/2 cups water', '4 cloves garlic (minced)', '1/4 cup lemon juice (freshly squeezed)', '1/2 tablespoon dried oregano', '2 packages chicken bouillon', '7 potatoes (peeled and quartered)'];Greek
77;77;Vegetable Moussaka;"['1 1/2 pounds zucchini (about 3 medium, sliced thin)', '1 1/2 pounds russet potatoes (about 3 large, peeled and sliced thin)', '3 pounds eggplants (small)', '3 cloves garlic (peeled)', '1 onion (diced)', '1 1/2 cups lentils (cooked or steamed)', '1 roasted red bell pepper (sliced thin)', '3 cups tomatoes (diced ripe red, or 2 cans, 15 oz. each diced tomatoes)', '3 tablespoons fresh dill (chopped)', '1 teaspoon oregano', '1/2 teaspoon cinnamon', ""1/2 teaspoon cayenne pepper (if you're spice sensitive use 1/4 tsp)"", '1/2 cup crumbled feta cheese', '10 tablespoons grated pecorino cheese (divided)', '1/4 cup unsalted butter', '3 tablespoons white flour (all purpose, for gluten free use a certified GF all purpose flour)', '3 cups milk', '1 egg (beaten)', '1/4 teaspoon nutmeg (or more to taste)', 'extra-virgin olive oil', 'salt', 'pepper']";Greek
78;78;Greek pork Souvlaki;"['1 1/2 pounds pork tenderloin (cut into 1"" cubes, about 1 large)', '1/4 cup extra-virgin olive oil', '3 tablespoons lemon juice', '2 tablespoons red wine vinegar', '3 cloves garlic (minced)', '2 tablespoons dried oregano', '1 tablespoon fresh thyme', '1 teaspoon grated lemon zest', '1 teaspoon Himalayan salt', '1 teaspoon ground black pepper']";Greek
79;79;Greek chicken souvlaki;['4 boneless, skinless chicken breasts (cubed in 2″ pieces)', '2 lemons (about 1/4 Cup but only use fresh!)', '1/3 cup olive oil', '3 cloves garlic (minced)', '1 teaspoon red wine vinegar (or White)', '1 teaspoon sugar', '2 tablespoons fresh oregano (roughly chopped)', '1 tablespoon fresh parsley (minced)', '2 teaspoons sea salt (or Kosher Salt)', 'freshly ground pepper', '1 red bell pepper (chopped in 1-2″ pieces)', '1 green bell pepper (chopped in 1-2″ pieces)', '1/2 red onion (cubed)', '1 lemon (halved and rubbed with olive oil on the flesh side.)', '1 English cucumber (peeled slightly, peel, skip a section, peel, skip etc)', '3 cloves garlic (minced)', '2 cups plain greek yogurt', '1 teaspoon lemon zest', '3 tablespoons lemon juice', '1/2 teaspoon fresh dill (chopped)', '1/4 teaspoon fresh mint (. finely chopped)', '1 pinch salt'];Greek
